Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	clock_scale_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	er_mol[1]	er_mol[2]	er_mol[3]	er_mol[4]	er_mol[5]	er_mol[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	subset_sympatry	widespread_sympatry
2240	-13252.4	-13143.8	-108.564	0.528812	0.0278604	1.67698	0.176559	0.0899097	0.0835052	0.0530123	0.0535551	0.219041	0.066051	0.0714527	0.0665893	0.00938249	0.407992	0.0305556	0.0143728	0.444324	0.0933726	0.00233045	0.0699924	0.510976	3.4167	0.371524	0.366138	0.0626998	0.199638	0.343036	0.128151
2250	-13257.5	-13144.6	-112.91	0.489438	0.04612	2.83357	0.0202994	0.0139082	0.0706604	0.58003	0.0224411	0.215428	0.0345223	0.0351456	0.156198	0.0141637	0.402046	0.0336253	0.0189362	0.493709	0.0375196	0.00157081	0.0576668	0.473871	3.46689	0.363876	0.365398	0.0699884	0.200737	0.0855831	0.424979
2260	-13238.8	-13133.8	-105.045	0.0772358	0.0439578	2.83357	0.00718758	0.0140185	0.0357108	0.0970131	0.0453428	0.0707196	0.0185267	0.0510496	0.0617319	0.0115825	0.401834	0.0347785	0.0347168	0.466424	0.0506643	0.00167479	0.0595131	0.47974	3.45907	0.370376	0.366148	0.0612211	0.202255	0.701526	0.221238
2270	-13249.6	-13142	-107.648	0.158635	0.0154487	0.904285	0.0445803	0.0140185	0.0213894	0.480085	0.0263875	0.0707196	0.0804821	0.0813943	0.0220984	0.00820937	0.491267	0.0267989	0.0423506	0.401914	0.0294595	0.000903144	0.0439039	0.42572	3.52947	0.354823	0.369856	0.0594556	0.215866	0.716482	0.124882
2280	-13252.1	-13141.7	-110.381	0.490432	0.0252471	1.53558	0.0168489	0.0563999	0.0393531	0.136306	0.282038	0.177548	0.0804821	0.167594	0.0758218	0.0125316	0.387059	0.0341607	0.0334142	0.478252	0.0545827	0.002177	0.067693	0.5044	3.42573	0.372797	0.36754	0.0616856	0.197978	0.467483	0.0420843
2290	-13251.9	-13139.4	-112.466	0.34491	0.0227712	1.32879	0.220078	0.0925824	0.168116	0.460539	0.0123743	0.0166052	0.133531	0.0368353	0.0638917	0.00848754	0.444508	0.0243033	0.0185498	0.429551	0.0746011	0.000664033	0.0377169	0.40087	3.56075	0.369557	0.362295	0.0611254	0.207023	0.124875	0.530215
2300	-13250.3	-13138	-112.297	0.428689	0.0279842	1.6243	0.0849202	0.0495386	0.122085	0.609381	0.134628	0.0140731	0.050762	0.152634	0.0275583	0.00827423	0.448195	0.0216185	0.0302555	0.426789	0.0648677	0.000955981	0.045153	0.430461	3.52343	0.367652	0.361955	0.0525174	0.217875	0.336222	0.23509
2310	-13242.5	-13136.8	-105.682	0.381306	0.0146339	0.771107	0.00702737	0.0204816	0.122085	0.170676	0.211922	0.0277561	0.000748378	0.00534156	0.0698741	0.00773946	0.475101	0.0231479	0.028066	0.397117	0.0688283	0.00102402	0.0467105	0.436256	3.51601	0.36822	0.35831	0.0588753	0.214595	0.270975	0.347719
2320	-13239.7	-13133.8	-105.89	0.594838	0.0275383	1.79311	0.0147141	0.0120218	0.0383418	0.12123	0.0147384	0.121062	0.0406709	0.00700603	0.0694794	0.0145943	0.423953	0.0263006	0.0279503	0.447092	0.0601096	0.0022828	0.069287	0.508974	3.41946	0.37035	0.364551	0.0571826	0.207917	0.370058	0.0351049
2330	-13256.8	-13144.1	-112.682	0.364721	0.0307214	1.79311	0.74239	0.169522	0.0383418	0.0690619	0.0147384	0.059252	0.0281872	0.0559407	0.0335282	0.00887499	0.46548	0.025257	0.0466565	0.390957	0.062775	0.00109746	0.0483331	0.442163	3.50841	0.359265	0.369157	0.0559215	0.215657	0.406366	0.228914
2340	-13252.8	-13138.9	-113.939	0.230296	0.0175963	1.03562	0.314031	0.0181006	0.354135	0.133295	0.0799943	0.14299	0.0521751	0.0634659	0.0319891	0.00944662	0.40665	0.0284357	0.0292928	0.480045	0.0461298	0.000662459	0.0376727	0.400684	3.56098	0.360668	0.368452	0.0592815	0.211599	0.594476	0.175228
2350	-13245.4	-13138.7	-106.633	0.484566	0.0154068	1.04226	0.00747395	0.212923	0.0100054	0.0481173	0.023078	0.164628	0.225364	0.030435	0.0305175	0.0129204	0.484593	0.0261186	0.0319468	0.405073	0.0393482	0.0015021	0.056412	0.469813	3.47227	0.352131	0.37834	0.0535718	0.215956	0.358511	0.156923
2360	-13244.8	-13134.9	-109.902	0.367698	0.0199608	1.17173	0.038994	0.212923	0.0597535	0.385154	0.070809	0.0539985	0.0289818	0.0545094	0.0400634	0.00743782	0.457897	0.0270984	0.0257845	0.421711	0.0600705	0.00104034	0.0470761	0.437599	3.51428	0.37002	0.363425	0.0540929	0.212462	0.597812	0.0344901
2370	-13234.7	-13130.2	-104.485	0.533243	0.0178529	1.10759	0.00916811	0.0294865	0.0289819	0.169953	0.0237789	0.0044497	0.000396402	0.0551914	0.106235	0.00744187	0.462764	0.0232346	0.0298816	0.405009	0.071669	0.00106334	0.0475865	0.439461	3.51189	0.359989	0.373978	0.0537194	0.212314	0.416087	0.0506697
2380	-13248.1	-13137	-111.099	0.458434	0.0162627	1.10759	0.0766202	0.0441011	0.0485651	0.231715	0.303288	0.194511	0.00849283	0.0989954	0.154522	0.0129109	0.407587	0.0257115	0.0316339	0.440798	0.0813591	0.00140253	0.05454	0.463646	3.48041	0.374596	0.361586	0.0566092	0.207209	0.504932	0.0366341
2390	-13245.4	-13135.8	-109.651	0.540456	0.0111604	0.76905	0.023132	0.00865422	0.0701973	0.372631	0.102046	0.0413752	0.0132637	0.170573	0.00375974	0.0142994	0.385279	0.0251869	0.0254921	0.492937	0.0568054	0.00116852	0.0498511	0.447574	3.50141	0.376009	0.35064	0.061269	0.212082	0.40563	0.053914
2400	-13255.6	-13145	-110.571	0.455066	0.0265715	1.58155	0.023132	0.0846664	0.0701973	0.0655564	0.141594	0.14493	0.0596844	0.0783791	0.226129	0.0127111	0.395021	0.0239846	0.0353231	0.478779	0.0541808	0.0010684	0.0476979	0.439866	3.51137	0.369943	0.357136	0.058824	0.214097	0.289775	0.255159
2410	-13256.7	-13139.8	-116.889	0.358244	0.00860435	0.556764	0.0277145	0.0846664	0.0821852	0.721469	0.0927038	0.077244	0.179173	0.17333	0.135655	0.0116761	0.362907	0.0261834	0.0383364	0.515718	0.0451788	0.000938382	0.044741	0.428907	3.52541	0.390615	0.350811	0.0574956	0.201079	0.256878	0.384878
2420	-13247.6	-13136.8	-110.868	0.440856	0.0116515	0.76345	0.0309624	0.0142846	0.0445857	0.536752	0.0234469	0.143739	0.0790437	0.0236941	0.135655	0.0115823	0.412579	0.0315912	0.0261145	0.465985	0.052148	0.00155442	0.0573702	0.472917	3.46816	0.369503	0.364355	0.0561426	0.209999	0.180588	0.378555
2430	-13244.5	-13140.6	-103.915	0.273663	0.0127384	0.76345	0.0296505	0.0040153	0.119874	0.0664522	0.0424492	0.0523098	0.0949875	0.0138017	0.143429	0.0138576	0.458136	0.029704	0.0270119	0.416833	0.0544577	0.00170619	0.0600588	0.481453	3.45678	0.354203	0.371956	0.0569309	0.21691	0.146901	0.579437
2440	-13244.6	-13133	-111.632	0.381686	0.0285776	1.91252	0.107715	0.106387	0.195419	0.318735	0.0163739	0.128937	0.100398	0.110291	0.108647	0.012481	0.425907	0.0272284	0.0292713	0.440019	0.0650935	0.00133426	0.0532165	0.459204	3.48625	0.379515	0.360396	0.0589548	0.201135	0.0631032	0.555211
2450	-13241.2	-13132.5	-108.636	0.52905	0.032093	1.91252	0.00974692	0.0612034	0.00465639	0.268574	0.252502	0.0146315	0.0450714	0.110291	0.0132169	0.00945657	0.390478	0.0208379	0.0372165	0.475556	0.0664545	0.000854827	0.0427285	0.42118	3.53524	0.365735	0.367955	0.0575262	0.208783	0.196242	0.274708
2460	-13236.5	-13131.2	-105.37	0.398124	0.025406	1.91252	0.0806451	0.000774415	0.0297547	0.153879	0.00811529	0.00197438	0.0177815	0.110291	0.0381592	0.0102874	0.449311	0.0319546	0.027674	0.414312	0.0664603	0.00186234	0.0626994	0.489596	3.44584	0.376547	0.368153	0.0543068	0.200993	0.0763555	0.52552
2470	-13240.3	-13132.4	-107.921	0.782641	0.0243466	1.48971	0.0392725	0.0292205	0.11726	0.174526	0.17648	0.000363107	0.117792	0.0719615	0.0511135	0.0137767	0.412136	0.0249486	0.0208781	0.4657	0.0625606	0.00123708	0.0512712	0.452542	3.49495	0.366539	0.363166	0.0541061	0.216189	0.154598	0.0627613
2480	-13236.9	-13128.8	-108.071	0.648586	0.0209306	1.14927	0.0512972	0.142606	0.00771771	0.146311	0.1223	0.154386	0.0405333	0.0676774	0.0471454	0.0108051	0.432782	0.0222101	0.0265122	0.455473	0.0522168	0.000815666	0.0417506	0.417341	3.54009	0.371194	0.36733	0.0576635	0.203812	0.127144	0.224271
2490	-13250.2	-13137.2	-113.028	0.559448	0.0217901	1.29723	0.34422	0.142606	0.000423519	0.364648	0.0685367	0.00581155	0.185936	0.043385	0.255202	0.010098	0.483984	0.0241617	0.0312503	0.403499	0.0470069	0.00151154	0.0565861	0.470379	3.47152	0.371987	0.362666	0.0569981	0.208349	0.199962	0.24059
2500	-13239.8	-13129.7	-110.138	0.492197	0.0178692	1.13421	0.115509	0.00279055	0.123949	0.106779	0.0115255	0.0561112	0.282102	0.0308862	0.255202	0.0115748	0.398021	0.0372697	0.0240928	0.486892	0.0421496	0.002237	0.0686018	0.507017	3.42214	0.365136	0.367366	0.0618586	0.205639	0.291771	0.216032
2510	-13242.5	-13133.6	-108.905	0.494637	0.0157037	0.938655	0.115509	0.0522336	0.0692079	0.337801	0.0115255	0.0311632	0.0476367	0.190574	0.0179131	0.0116727	0.410439	0.0293967	0.020052	0.473394	0.055046	0.000731587	0.0395665	0.408555	3.55115	0.366015	0.351527	0.0656933	0.216764	0.183655	0.321709
2520	-13246.2	-13135.6	-110.591	0.573666	0.0108294	0.59658	0.00187316	0.0561897	0.128593	0.298716	0.0746524	0.073871	0.244121	0.0328701	0.0230154	0.00822552	0.394768	0.027546	0.0200378	0.453393	0.0960302	0.00121171	0.0507504	0.45073	3.49731	0.363548	0.371473	0.060896	0.204083	0.0845976	0.341737
2530	-13245	-13139.8	-105.228	0.597261	0.013447	0.821174	0.107314	0.0700011	0.00425883	0.0151226	0.0155794	0.127963	0.0112938	0.127446	0.00127777	0.0113396	0.465568	0.0227005	0.0176072	0.423473	0.0593113	0.0010597	0.0475059	0.439168	3.51227	0.372173	0.353171	0.0641756	0.21048	0.272102	0.130637
2540	-13244.2	-13132.6	-111.547	0.401217	0.0279654	1.70344	0.107314	0.152682	0.00214557	0.302005	0.0549954	0.0299316	0.226402	0.0660896	0.0238787	0.0126404	0.394655	0.0334626	0.0281857	0.484889	0.0461665	0.00130975	0.052733	0.457563	3.48839	0.362711	0.360838	0.0608284	0.215622	0.270842	0.32794
2550	-13244.9	-13132.9	-111.968	0.405629	0.0371283	2.0563	0.137522	0.0608797	0.00664165	0.172655	0.181152	0.202126	0.164295	0.0207189	0.0994675	0.0112474	0.385185	0.0225162	0.0327535	0.492153	0.0561451	0.00100512	0.0462833	0.434679	3.51803	0.381518	0.357652	0.0613643	0.199465	0.483109	0.111263
2560	-13242.5	-13130.7	-111.83	0.59575	0.0428835	2.16911	0.0284234	0.017196	0.0313967	0.34082	0.267108	0.252968	0.121391	0.095387	0.0608564	0.0118645	0.403835	0.0263827	0.0281974	0.488191	0.0415291	0.00103473	0.0469508	0.437139	3.51488	0.378678	0.352376	0.0617081	0.207237	0.300372	0.103878
2570	-13244	-13133.5	-110.487	0.484331	0.0581356	3.05182	0.0284234	0.0128079	0.130961	0.277213	0.0150968	0.0247617	0.0757568	0.084286	0.0981994	0.0110323	0.371259	0.0232501	0.0227734	0.50835	0.063335	0.00121889	0.0508984	0.451246	3.49664	0.380048	0.347559	0.0627651	0.209628	0.473909	0.04176
2580	-13245.1	-13139.4	-105.71	0.862513	0.0314821	1.82941	0.113935	0.0149536	0.0197842	0.0884325	0.0491307	0.0745092	0.0853506	0.11731	0.0172907	0.0124444	0.385984	0.0273727	0.0346235	0.488838	0.0507373	0.00122923	0.0511106	0.451984	3.49568	0.38207	0.352335	0.0621834	0.203412	0.0702232	0.0672633
2590	-13243.8	-13132	-111.737	0.582523	0.0209158	1.31515	0.0657722	0.0339866	0.146003	0.432259	0.0208719	0.104618	0.0630848	0.0593792	0.0950479	0.0139595	0.420397	0.0290901	0.0325146	0.446977	0.0570613	0.00170821	0.0600938	0.481562	3.45664	0.358827	0.364984	0.0625865	0.213602	0.145133	0.272344
2600	-13252.4	-13140.6	-111.744	0.55625	0.0234719	1.31515	0.140219	0.0339866	0.0583966	0.347559	0.061498	0.0504141	0.24433	0.225833	0.0390827	0.015297	0.358933	0.0317373	0.0146708	0.541418	0.0379435	0.00123123	0.0511517	0.452127	3.49549	0.364142	0.358716	0.0640605	0.213082	0.350901	0.0928488
2610	-13249.2	-13139.1	-110.12	0.297824	0.0219412	1.45089	0.175846	0.0884563	0.0678535	0.304769	0.00247139	0.109269	0.00856311	0.236217	0.0325305	0.0118622	0.392663	0.0291424	0.0249642	0.455575	0.0857938	0.00101635	0.0465376	0.435619	3.51683	0.370002	0.361406	0.0622588	0.206333	0.133853	0.568322
2620	-13241.8	-13137.3	-104.521	0.6845	0.026692	1.3632	0.00812977	0.0186882	0.0455922	0.181553	0.0111615	0.00060793	0.168349	0.0462479	0.00483539	0.00951525	0.37289	0.0312131	0.0267703	0.498859	0.0607515	0.000892931	0.0436582	0.424778	3.53067	0.363162	0.364422	0.0580706	0.214346	0.311623	0.00387642
2630	-13242.1	-13132.2	-109.94	0.863857	0.0271871	1.51075	0.236773	0.0255122	0.0752181	0.353759	0.0240574	0.188322	0.00917679	0.0462479	0.0335062	0.00654887	0.438096	0.0298331	0.0317026	0.435804	0.0580153	0.000688738	0.038404	0.403752	3.55715	0.380847	0.353118	0.0597776	0.206257	0.0805229	0.05562
2640	-13245.2	-13139.4	-105.754	0.531847	0.0381595	2.01445	0.0159744	0.0125092	0.0594741	0.155996	0.233803	0.0593939	0.0226839	0.0400507	0.00847701	0.0048831	0.383144	0.0322883	0.0352209	0.503991	0.0404727	0.000534906	0.0338919	0.384184	3.58139	0.377159	0.363908	0.0576074	0.201325	0.451061	0.0170912
2650	-13247.3	-13137.2	-110.085	0.462468	0.0171115	0.946337	0.0738281	0.0740004	0.00427211	0.382269	0.0222765	0.053348	0.0397814	0.14971	0.165768	0.00504352	0.45501	0.0262481	0.0413451	0.410649	0.0617041	0.000910088	0.0440701	0.426356	3.52866	0.364082	0.374233	0.0541719	0.207513	0.365967	0.171564
2660	-13249.1	-13140	-109.058	0.411097	0.0644849	3.59607	0.0316455	0.020549	0.049869	0.0395153	0.0598251	0.176316	0.0969021	0.0384037	0.0828886	0.00814888	0.414601	0.0283494	0.0461736	0.445729	0.056999	0.000775474	0.0407217	0.413239	3.54526	0.376358	0.361807	0.0582228	0.203612	0.0648485	0.524054
2670	-13253.9	-13146.5	-107.471	0.396966	0.0256821	1.3211	0.187555	0.0546768	0.0276706	0.0319171	0.0212792	0.335321	0.0308996	0.0329896	0.0298999	0.0051242	0.406594	0.023686	0.0265557	0.449793	0.0882462	0.00044035	0.0307811	0.369714	3.59906	0.376051	0.367256	0.0544175	0.202275	0.255421	0.347613
2680	-13241.2	-13130.2	-111.055	0.302953	0.0226025	1.37039	0.0590833	0.105139	0.0517461	0.395246	0.0620739	0.009916	0.0668176	0.37435	0.0298999	0.00910085	0.439804	0.0255691	0.0303464	0.422944	0.0722357	0.00128534	0.0522467	0.455903	3.49057	0.37411	0.369004	0.0545072	0.202379	0.694086	0.00296098
2690	-13242.3	-13135.6	-106.713	0.476618	0.0102664	0.735714	0.0590833	0.0575247	0.00348368	0.188954	0.0632526	0.0148946	0.044375	0.177505	0.000804644	0.0115383	0.455068	0.0311339	0.0323463	0.404324	0.0655899	0.00171826	0.0602674	0.482104	3.45591	0.348096	0.375458	0.0598719	0.216574	0.508057	0.015325
2700	-13249.9	-13135.7	-114.216	0.644931	0.0257529	1.56471	0.00085719	0.0570542	0.12208	0.170873	0.0632526	0.00948121	0.0956361	0.57433	0.0182103	0.00970591	0.418308	0.0246922	0.0321452	0.442016	0.0731331	0.000796511	0.0412635	0.415408	3.54253	0.367069	0.363993	0.0550401	0.213898	0.2764	0.0786695
2710	-13244.3	-13138.9	-105.468	0.350629	0.0110025	0.668108	0.0225104	0.081861	0.0463366	0.192315	0.0632526	0.0268744	0.00207048	0.00366093	0.0669349	0.00872086	0.415878	0.0266921	0.0333835	0.445445	0.069881	0.00128543	0.0522485	0.455909	3.49056	0.371084	0.367576	0.0553213	0.206019	0.559165	0.0902066
2720	-13250.9	-13139.5	-111.447	0.432626	0.0266688	1.45703	0.0148685	0.190618	0.0148088	0.275717	0.114595	0.0767232	0.132149	0.255309	0.0669349	0.00880647	0.417432	0.0297654	0.0279933	0.455463	0.0605407	0.00175565	0.0609083	0.484097	3.45324	0.367202	0.374276	0.0560782	0.202443	0.233681	0.333693
2730	-13234.9	-13131	-103.911	0.416192	0.00959813	0.566437	0.0148685	0.0366684	0.0378019	0.163187	0.0106453	0.0580732	0.0627588	0.0492821	0.0817869	0.0128163	0.38745	0.0284375	0.029957	0.484927	0.0564118	0.00123734	0.0512765	0.45256	3.49493	0.373396	0.362587	0.0603398	0.203677	0.523739	0.0600685
2740	-13233.6	-13129.8	-103.738	0.402945	0.0249148	1.41322	0.0148685	0.0199622	0.00548917	0.115887	0.0529503	0.0207299	0.0337585	0.00198215	0.0817869	0.0114582	0.404242	0.0308999	0.0232268	0.470065	0.0601079	0.00187208	0.0628602	0.490084	3.44518	0.355467	0.369937	0.0612711	0.213324	0.529435	0.0676195
2750	-13244.3	-13135.6	-108.656	0.35993	0.0431328	2.5967	0.13487	0.0199622	0.06462	0.126509	0.05149	0.0473288	0.116363	0.0145211	0.0931723	0.0125129	0.400284	0.0299726	0.0342382	0.485182	0.0378102	0.00134218	0.0533719	0.459729	3.48556	0.379257	0.359492	0.0602523	0.200998	0.192316	0.447754
2760	-13247.5	-13139.3	-108.143	0.479173	0.0287811	1.68696	0.0856322	0.0156539	0.0177245	0.291468	0.00547614	0.0255828	0.0894781	0.0126791	0.273889	0.0142342	0.430907	0.0181224	0.0232793	0.440784	0.0726739	0.00177283	0.0612004	0.485001	3.45203	0.366475	0.367733	0.0611937	0.204598	0.102791	0.418036
2770	-13245.2	-13138.8	-106.414	0.427015	0.00780337	0.439013	0.0856322	0.000878791	0.0074032	0.122641	0.00303904	0.161277	0.0894781	0.0185797	0.273889	0.00813188	0.43451	0.0228674	0.0231663	0.442797	0.0685276	0.00131846	0.0529053	0.458148	3.48763	0.381312	0.353472	0.0578764	0.20734	0.455556	0.117429
2780	-13245.6	-13135	-110.519	0.450552	0.0372698	2.09137	0.206666	0.010453	0.031238	0.133512	0.0135183	0.0821017	0.00470431	0.0862215	0.416283	0.00834007	0.400873	0.0242097	0.0432559	0.479836	0.0434847	0.000603734	0.035983	0.393446	3.56997	0.378105	0.35056	0.0628982	0.208437	0.510293	0.0391541
2790	-13251.3	-13135	-116.283	0.382916	0.0263881	1.56892	0.0129988	0.018117	0.102019	0.485918	0.0454035	0.0994709	0.514579	0.321027	0.0248165	0.00873132	0.403654	0.0284761	0.035116	0.484747	0.039276	0.00161175	0.058401	0.47622	3.46377	0.379746	0.358506	0.0587088	0.203039	0.357241	0.259843
2800	-13243	-13135	-108.026	0.229983	0.0242234	1.56892	0.0484552	0.0230169	0.159496	0.0660714	0.123535	0.0491046	0.0301079	0.134036	0.181621	0.00878312	0.439069	0.0266287	0.0337074	0.433686	0.0581259	0.0012749	0.0520372	0.455184	3.4915	0.374693	0.358962	0.057723	0.208623	0.192143	0.577874
2810	-13246.5	-13136.6	-109.87	0.440752	0.0243401	1.61538	0.0160665	0.0821148	0.159496	0.219688	0.0553151	0.0249006	0.0227929	0.134036	0.127542	0.00930141	0.499506	0.0238427	0.0293285	0.374712	0.0633088	0.00185382	0.0625583	0.489166	3.44642	0.357866	0.370263	0.0542595	0.217611	0.437394	0.121854
2820	-13252.7	-13142.5	-110.259	0.722412	0.0139609	0.977231	0.0156287	0.0194265	0.200466	0.262953	0.0553151	0.220602	0.0227929	0.00638793	0.197631	0.00962292	0.467334	0.0275026	0.0274854	0.392447	0.0756088	0.000870235	0.0431069	0.42265	3.53337	0.360478	0.377881	0.0552562	0.206385	0.24581	0.0317776
2830	-13260.3	-13143.2	-117.108	0.485838	0.0343669	2.54095	0.0423597	0.000410616	0.0633325	0.399278	0.0553151	0.156804	0.0714255	0.151365	0.352482	0.0114955	0.409239	0.0276211	0.0373258	0.45492	0.0593982	0.00145096	0.0554588	0.46669	3.4764	0.376699	0.356532	0.0567957	0.209973	0.311046	0.203115
2840	-13249	-13141.9	-107.105	0.26986	0.0291073	1.75082	0.0477807	0.233364	0.047214	0.120326	0.0140759	0.0112289	0.0555155	0.0120991	0.0602605	0.00836847	0.371085	0.03282	0.0137171	0.511356	0.0626541	0.00099929	0.0461507	0.434188	3.51866	0.372945	0.364335	0.0593267	0.203394	0.504104	0.226037
2850	-13253.7	-13143.1	-110.636	0.434688	0.0245327	1.75082	0.0613475	0.219227	0.0422937	0.144815	0.0196377	0.0707081	0.0284757	0.0152295	0.0400809	0.0137211	0.319665	0.0357921	0.0246085	0.539299	0.0669144	0.00181138	0.0618507	0.487003	3.44933	0.381181	0.358982	0.0597171	0.200119	0.406479	0.158833
2860	-13255.1	-13144.2	-110.924	0.494923	0.0179431	1.23814	0.0809178	0.0076596	0.0906811	0.221132	0.0675535	0.00531663	0.356369	0.0879563	0.031911	0.0133637	0.41804	0.0311278	0.0137534	0.46386	0.0598549	0.00119687	0.0504433	0.449657	3.4987	0.357912	0.386593	0.0561124	0.199383	0.407017	0.09806
2870	-13242.2	-13133.7	-108.541	0.416947	0.019436	1.27622	0.00281218	0.177123	0.133843	0.234402	0.147198	0.0312205	0.0148553	0.106418	0.031911	0.0106149	0.452109	0.0195869	0.0291894	0.405186	0.0833147	0.000992061	0.0459857	0.433575	3.51945	0.378879	0.353878	0.0573242	0.209919	0.509164	0.0738892
2880	-13243.2	-13134.4	-108.76	0.668518	0.0218437	1.43758	0.0210065	0.190925	0.0781854	0.247488	0.161555	0.0173748	0.120443	0.0351065	0.0304496	0.0136477	0.43359	0.0249917	0.0341598	0.428646	0.0649646	0.00165287	0.0591288	0.478529	3.46069	0.373856	0.363284	0.0563838	0.206476	0.0829191	0.248563
2890	-13247.4	-13138.8	-108.556	0.317013	0.0145527	0.841309	0.0520066	0.0534208	0.0720026	0.419147	0.0328192	0.0882504	0.0624165	0.0351065	0.0726864	0.00659937	0.407415	0.0293353	0.027627	0.45012	0.0789027	0.00115802	0.0496298	0.446792	3.50242	0.36697	0.361372	0.0576912	0.213966	0.591605	0.091382
2900	-13253.4	-13146.6	-106.742	0.368207	0.0404892	2.18596	0.0715334	0.171637	0.00842148	0.00324994	0.0328192	0.0882504	0.0809784	0.0607122	0.0863594	0.00632814	0.425511	0.0310315	0.0255915	0.439661	0.0718767	0.00174033	0.0606465	0.483285	3.45433	0.357578	0.381854	0.0540734	0.206495	0.270449	0.361344
2910	-13237.3	-13135	-102.357	0.398012	0.0135691	0.751105	0.0714715	0.0207094	0.00842148	0.164544	0.00680572	0.0250701	0.0461983	0.0141359	0.0390897	0.0141194	0.380406	0.0250944	0.028953	0.501058	0.0503687	0.000998399	0.0461304	0.434113	3.51876	0.372126	0.362115	0.0593774	0.206381	0.306082	0.295906
2920	-13245.6	-13136.1	-109.501	0.285526	0.0221215	1.16543	0.0827221	0.0833395	0.0159348	0.124302	0.152363	0.476194	0.0242303	0.00251724	0.0503864	0.0122971	0.38757	0.0234704	0.018292	0.509499	0.0488712	0.000979339	0.0456939	0.432488	3.52084	0.378763	0.352778	0.0593009	0.209158	0.559875	0.1546
2930	-13252.3	-13139.4	-112.885	0.400065	0.0204151	1.23641	0.0827221	0.0127636	0.00642252	0.344189	0.0777828	0.476194	0.104453	0.0749519	0.00832659	0.0123959	0.431781	0.0274703	0.0358499	0.430996	0.0615062	0.00208556	0.0662827	0.500294	3.43134	0.356308	0.36492	0.0584552	0.220317	0.240979	0.358955
2940	-13248.9	-13141.2	-107.766	0.290557	0.0143067	0.775159	0.00811181	0.123227	0.0264131	0.134406	0.0626315	0.318683	0.0813497	0.173002	0.0132603	0.01178	0.396578	0.0249816	0.0458221	0.479541	0.0412972	0.000818833	0.0418306	0.417657	3.53969	0.384626	0.357817	0.0572194	0.200337	0.501824	0.207619
2950	-13245.5	-13141.2	-104.273	0.323248	0.0117866	0.595209	0.0700235	0.0884143	0.0264131	0.00501897	0.0742039	0.160117	0.00471425	0.114351	0.0727696	0.0121438	0.390588	0.0199914	0.0204792	0.506847	0.0499504	0.000582765	0.0353594	0.39072	3.57334	0.367158	0.371996	0.054913	0.205933	0.291558	0.385194
2960	-13242.9	-13133.6	-109.285	0.440146	0.0355297	1.70795	0.0324993	0.0358596	0.0264131	0.473443	0.02008	0.236965	0.0442335	0.0881577	0.0034963	0.0114131	0.422527	0.0197295	0.0340455	0.461974	0.0503118	0.000981087	0.0457341	0.432638	3.52065	0.368587	0.361506	0.0565043	0.213402	0.462474	0.0973793
2970	-13258.8	-13142.6	-116.129	0.668572	0.0318563	1.70795	0.210049	0.0795417	0.000741951	0.140763	0.123441	0.534663	0.31887	0.111156	0.0504032	0.0078796	0.480135	0.0253833	0.0268166	0.406066	0.0537201	0.000805172	0.0414845	0.416287	3.54142	0.363478	0.380601	0.0523794	0.203541	0.06936	0.262068
2980	-13244.8	-13137.3	-107.517	0.53209	0.024311	1.50998	0.0310429	0.0927945	0.0758568	0.312001	0.0942771	0.00170289	0.151454	0.0156264	0.0217495	0.0102269	0.419627	0.0298394	0.0333188	0.447732	0.0592564	0.0010276	0.0467909	0.436552	3.51563	0.346702	0.376468	0.0612588	0.215571	0.325172	0.142738
2990	-13247.3	-13134.3	-112.981	0.446257	0.0121871	0.724229	0.0557136	0.0514165	0.183126	0.178398	0.449741	0.0126586	0.304027	0.0284376	0.242155	0.00964528	0.423425	0.025874	0.025434	0.462865	0.0527563	0.000788322	0.0410535	0.414569	3.54359	0.387887	0.350324	0.0575966	0.204192	0.264785	0.288958
3000	-13236.6	-13127.5	-109.031	0.671395	0.0129649	0.724229	0.00421854	0.0734145	0.0139378	0.514016	0.238679	0.0757075	0.0668486	0.066405	0.00558962	0.0104828	0.394311	0.0285229	0.0288765	0.487835	0.0499712	0.00139732	0.0544402	0.463314	3.48085	0.367063	0.362588	0.05948	0.210869	0.206692	0.121913
3010	-13244.9	-13133.9	-110.983	0.430984	0.0264385	1.4495	0.154959	0.00542343	0.0672385	0.33655	0.0194909	0.280738	0.152803	0.028883	0.0306098	0.0080166	0.419035	0.0225683	0.0239188	0.445086	0.0813748	0.000728971	0.0394966	0.408269	3.55151	0.380464	0.34962	0.0614349	0.208481	0.567845	0.00117112
3020	-13234.3	-13128.8	-105.534	0.414607	0.0226626	1.4495	0.0384305	0.0401191	0.00913249	0.169098	0.0134168	0.0365162	0.202961	0.0428072	0.03447	0.00802788	0.418342	0.027391	0.0330013	0.454887	0.058351	0.000901319	0.0438601	0.425553	3.52969	0.384499	0.36012	0.0566622	0.198719	0.557581	0.0278121
