Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	clock_scale_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	er_mol[1]	er_mol[2]	er_mol[3]	er_mol[4]	er_mol[5]	er_mol[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	subset_sympatry	widespread_sympatry
4610	-13246.8	-13135.9	-110.975	0.389202	0.00436354	0.24517	0.181457	0.0411873	0.000149772	0.513961	0.116684	0.0552502	0.127989	0.0121938	0.147266	0.00984118	0.36552	0.0290108	0.0177815	0.495874	0.0819729	0.00161312	0.0584254	0.476298	3.46366	0.376625	0.366449	0.0602057	0.19672	0.164941	0.445857
4620	-13247.6	-13133.4	-114.169	0.690797	0.0113667	0.593307	0.240505	0.118245	0.190579	0.534895	0.199868	0.0715452	0.053098	0.0182702	0.00680035	0.00870821	0.426295	0.0271795	0.0337407	0.448373	0.0557032	0.000737239	0.0397172	0.409171	3.55037	0.36295	0.368599	0.0530923	0.215358	0.206737	0.102466
4630	-13258.2	-13143.1	-115.08	0.672791	0.0288827	1.88898	0.13637	0.118245	0.048827	0.187106	0.328063	0.108852	0.308363	0.0820527	0.141151	0.0112865	0.389562	0.0386395	0.0317481	0.473471	0.0552925	0.00153518	0.0570198	0.471786	3.46966	0.378538	0.36	0.0543374	0.207124	0.220054	0.107155
4640	-13258.6	-13141.5	-117.08	0.466367	0.0454827	2.98024	0.0656826	0.0371315	0.0573193	0.360606	0.0756711	0.0755585	0.219273	0.0820527	0.28071	0.008315	0.400829	0.0398582	0.0240354	0.481915	0.0450472	0.0012954	0.0524477	0.45659	3.48967	0.363601	0.370685	0.060527	0.205187	0.0824824	0.45115
4650	-13244.9	-13135	-109.89	0.856059	0.0188825	0.998656	0.0352303	0.227715	0.0138987	0.360606	0.102553	0.073433	0.036066	0.0436524	0.106128	0.00857853	0.437127	0.0227837	0.0296044	0.437197	0.0647088	0.000543036	0.0341458	0.385327	3.57998	0.36024	0.370121	0.0544943	0.215145	0.141073	0.00286868
4660	-13248.1	-13140.3	-107.816	0.52499	0.0168764	1.0317	0.0303202	0.0647945	0.0408017	0.217089	0.0732886	0.0824783	0.0881857	0.0888788	0.0588683	0.00930723	0.45635	0.0220221	0.0365025	0.395313	0.0805054	0.000862343	0.0429135	0.4219	3.53432	0.360187	0.360584	0.0562518	0.222978	0.422782	0.0522284
4670	-13245.9	-13140.6	-105.35	0.227246	0.00934017	0.607089	0.0303202	0.0337232	0.0382972	0.211103	0.0628093	0.0824783	0.0874365	0.0888788	0.0588683	0.00969931	0.428635	0.020237	0.0374466	0.449129	0.0548536	0.000752931	0.0401326	0.410861	3.54825	0.372381	0.351731	0.0554184	0.22047	0.266533	0.506221
4680	-13237.8	-13132.6	-105.272	0.336136	0.00711323	0.447363	0.11727	0.0719934	0.0200023	0.303682	0.00193689	0.0118486	9.78466e-05	0.109531	0.0204307	0.0100116	0.462085	0.0251995	0.0297111	0.410574	0.0624189	0.0010803	0.0479592	0.440813	3.51015	0.366919	0.367387	0.0516638	0.21403	0.578393	0.0854708
4690	-13239.9	-13135.6	-104.359	0.101064	0.0189984	1.36575	0.00274974	0.0506846	0.00542984	0.258186	0.109388	0.0174374	0.0849126	0.00512409	0.0204307	0.0169383	0.367258	0.0321866	0.0220312	0.50285	0.0587354	0.00203962	0.065562	0.498173	3.43422	0.364474	0.359158	0.064145	0.212223	0.555454	0.343482
4700	-13250.3	-13141.5	-108.822	0.356643	0.021565	1.65428	0.00725116	0.0333139	0.0162617	0.2519	0.161511	0.158187	0.0816288	0.0520117	0.121755	0.0138455	0.39936	0.0281395	0.0371809	0.463525	0.0579492	0.00174031	0.0606462	0.483284	3.45433	0.372414	0.360842	0.0611866	0.205557	0.626556	0.0168006
4710	-13247.4	-13135.2	-112.204	0.677203	0.0243545	1.65428	0.135691	0.0219198	0.0374463	0.314536	0.184158	0.180206	0.0816288	0.158477	0.121755	0.013289	0.440932	0.0210705	0.0245076	0.426083	0.0741181	0.00139745	0.0544425	0.463322	3.48084	0.379129	0.354355	0.0560935	0.210423	0.203921	0.118876
4720	-13252.7	-13141.2	-111.566	0.352017	0.029188	1.65428	0.000817825	0.0376426	0.113198	0.321954	0.105069	0.143092	0.00616297	0.027182	0.326847	0.0113987	0.473961	0.0220636	0.032993	0.40928	0.0503046	0.000997129	0.0461014	0.434005	3.5189	0.376243	0.349368	0.0567384	0.217651	0.644289	0.00369389
4730	-13240.1	-13135.3	-104.769	0.26688	0.0182446	1.01284	0.0390696	0.0376426	0.0896702	0.122764	0.0163947	0.168953	0.0087608	0.0220558	0.0163973	0.011603	0.430334	0.0265174	0.0210298	0.439258	0.071257	0.000859713	0.0428489	0.421648	3.53464	0.347745	0.380706	0.0543889	0.21716	0.683235	0.0498854
4740	-13251.4	-13140.6	-110.736	0.788525	0.0385833	2.2366	0.0225006	0.0347726	0.0850877	0.221299	0.0633873	0.0259842	0.199902	0.110602	0.11793	0.0110574	0.43559	0.0155006	0.0224487	0.44577	0.069633	0.000908576	0.044034	0.426218	3.52884	0.378105	0.351206	0.0628677	0.207821	0.203433	0.00804156
4750	-13242.8	-13136.2	-106.573	0.233891	0.024421	1.45199	0.0398035	0.0266131	0.0245085	0.181619	0.240692	0.0575858	0.0451358	0.0203772	0.0298674	0.0109578	0.375282	0.0262108	0.0268945	0.485569	0.0750849	0.000942779	0.0448443	0.429297	3.52492	0.360289	0.370261	0.0585128	0.210936	0.46903	0.297079
4760	-13248.7	-13134.2	-114.53	0.260721	0.0242648	1.45199	0.0022632	0.0502986	0.139655	0.296676	0.0442072	0.416359	0.227609	0.22194	0.067373	0.00862561	0.397026	0.0206323	0.0358025	0.464175	0.0737382	0.000599548	0.0358594	0.392908	3.57063	0.374868	0.360834	0.0588456	0.205452	0.518777	0.220503
4770	-13243.4	-13130.8	-112.585	0.511738	0.0228379	1.45199	0.0653467	0.115267	0.139655	0.290956	0.180921	0.187754	0.0951228	0.0857711	0.0426454	0.0118401	0.402217	0.0230468	0.0404013	0.468997	0.0534982	0.00102637	0.0467632	0.43645	3.51576	0.373262	0.363101	0.0575356	0.206101	0.123587	0.364675
4780	-13246.5	-13135.2	-111.285	0.485316	0.01745	1.01433	0.194189	0.0474087	0.0398986	0.0472688	0.0978576	0.43513	0.00853163	0.10371	0.0303188	0.00878433	0.366663	0.0309186	0.0324913	0.506047	0.0550957	0.00127651	0.0520695	0.455295	3.49136	0.367395	0.363818	0.0600699	0.208717	0.145962	0.368722
4790	-13260.2	-13150.6	-109.615	0.681307	0.018064	1.03504	0.0623832	0.0634879	0.123462	0.25163	0.000662569	0.022107	0.0146414	0.0503532	0.223991	0.00790627	0.38479	0.0357948	0.0313505	0.500369	0.0397888	0.000788543	0.0410592	0.414592	3.54356	0.352333	0.381309	0.0575504	0.208808	0.266351	0.0523428
4800	-13244.8	-13141.7	-103.078	0.404192	0.0167093	0.97238	0.0623832	0.0393762	0.0343126	0.0391871	0.057531	0.0476143	0.0344162	0.0219993	0.0310182	0.00596331	0.351572	0.0347327	0.0273498	0.505555	0.0748266	0.00118103	0.0501133	0.448498	3.50021	0.36656	0.362196	0.0601497	0.211094	0.409304	0.186504
4810	-13241.6	-13135.5	-106.097	0.625802	0.0245521	1.46295	0.0307439	0.0268098	0.116545	0.0800313	0.0391561	0.0554836	0.116166	0.109863	0.0934427	0.00761745	0.435459	0.0241562	0.0246971	0.437132	0.0709377	0.000979809	0.0457047	0.432529	3.52079	0.365026	0.359665	0.0588266	0.216482	0.346701	0.0274969
4820	-13235.7	-13127.9	-107.835	0.548599	0.0258135	1.46295	0.0913127	0.0591576	0.0947328	0.421039	0.00279731	0.0659441	0.0396751	0.00598515	0.00671727	0.0113906	0.428853	0.0233707	0.0272869	0.441507	0.0675922	0.00133593	0.0532494	0.459315	3.4861	0.372612	0.356047	0.0579788	0.213362	0.447538	0.00386391
4830	-13238.8	-13131.1	-107.628	0.71343	0.0192817	1.07699	0.0615528	0.014216	0.0934963	0.307067	0.159957	0.0457593	0.00551393	0.0337054	0.105322	0.0119601	0.430413	0.0214158	0.0331067	0.45418	0.0489242	0.00105896	0.0474897	0.439109	3.51234	0.387825	0.349391	0.0568268	0.205957	0.186381	0.10019
4840	-13248.9	-13136.9	-111.986	0.237569	0.0166792	0.99995	0.156108	0.00543063	0.279289	0.307067	0.0347554	0.115569	0.171401	0.0367373	0.0811541	0.00910138	0.40532	0.0349239	0.0318065	0.464023	0.0548256	0.00125618	0.0516595	0.453884	3.4932	0.363715	0.370614	0.0576375	0.208033	0.454847	0.307584
4850	-13241.8	-13138.1	-103.71	0.379342	0.00604725	0.311899	0.0135324	0.0191272	0.026855	0.026116	0.0347554	0.186202	0.0512848	0.0367373	0.0656929	0.0111411	0.421021	0.0247164	0.0214832	0.463801	0.0578374	0.000971988	0.0455244	0.431855	3.52165	0.388386	0.351987	0.0570737	0.202553	0.408146	0.212512
4860	-13244	-13138.5	-105.516	0.251105	0.0155483	0.8372	0.0178921	0.102376	0.0687536	0.20947	0.0490784	0.11685	0.0512848	0.0612472	0.0656929	0.0112378	0.332547	0.0298607	0.0208407	0.536201	0.0693131	0.00150221	0.0564141	0.469819	3.47226	0.387905	0.351387	0.0617845	0.198924	0.200755	0.54814
4870	-13238.8	-13132.2	-106.637	0.496911	0.0364051	2.06274	0.00877158	0.092485	0.0871479	0.308862	0.0490784	0.100281	0.0130465	0.00220337	0.0656929	0.0116341	0.372604	0.0281877	0.0363542	0.493329	0.0578905	0.00119738	0.0504538	0.449694	3.49866	0.366404	0.367543	0.0623683	0.203685	0.413499	0.0895903
4880	-13242	-13134.1	-107.878	0.58483	0.0403171	2.06274	0.049313	0.0682663	0.0383353	0.101764	0.0822819	0.100281	0.0370602	0.138272	0.0219485	0.00745663	0.397551	0.0274835	0.0295407	0.477242	0.0607263	0.00122993	0.051125	0.452034	3.49561	0.401648	0.346447	0.060276	0.191629	0.275128	0.140041
4890	-13244.5	-13139.5	-105.083	0.46493	0.0144464	0.666827	0.049313	0.0865244	0.00409274	0.0291156	0.140987	0.100281	0.0895895	0.0442554	0.0943388	0.00706028	0.397056	0.0280257	0.0308285	0.48124	0.0557888	0.000796821	0.0412715	0.415439	3.54249	0.374302	0.367806	0.0588064	0.199086	0.181233	0.353837
4900	-13247	-13137.3	-109.649	0.542168	0.0171815	0.857307	0.088492	0.0865244	0.022175	0.216384	0.175385	0.16142	0.0261153	0.0280298	0.325218	0.0073118	0.427885	0.0277193	0.0256963	0.461677	0.0497098	0.000914522	0.044176	0.42676	3.52815	0.356114	0.382104	0.0553031	0.206479	0.178898	0.278934
4910	-13244.8	-13135.6	-109.229	0.606863	0.0435426	2.49547	0.109436	0.0054803	0.225402	0.114365	0.0393961	0.121285	0.0728973	0.00301139	0.0552438	0.00869672	0.472403	0.0247065	0.0412951	0.390647	0.0622519	0.00148776	0.0561465	0.468946	3.47342	0.372114	0.359535	0.0562647	0.212085	0.0837954	0.309341
4920	-13241.7	-13138.2	-103.487	0.427682	0.0092025	0.542089	0.0392038	0.0054803	0.0194461	0.00196543	0.0777446	0.10781	0.025648	0.00290634	0.0552438	0.0121291	0.420455	0.0274197	0.0187379	0.419742	0.101517	0.00166239	0.0592961	0.479057	3.45998	0.364762	0.369115	0.0557976	0.210325	0.416934	0.155384
4930	-13244.4	-13134.9	-109.545	0.334132	0.0188953	1.139	0.17288	0.0618414	0.347145	0.106242	0.0291665	0.0104105	0.275011	0.00171152	0.0326075	0.0108082	0.356614	0.0284951	0.0274614	0.507664	0.0689565	0.00185303	0.0625452	0.489126	3.44648	0.373141	0.357047	0.0594999	0.210312	0.615787	0.0500807
4940	-13249.1	-13135.2	-113.92	0.446901	0.0200897	1.139	0.16137	0.0432853	0.169372	0.644045	0.0943998	0.102635	0.0633793	0.0112683	0.0786047	0.0145194	0.386246	0.0282239	0.022364	0.505908	0.0427394	0.00185752	0.0626196	0.489353	3.44617	0.369071	0.362709	0.0644934	0.203727	0.44648	0.10662
4950	-13238.5	-13132.1	-106.444	0.381653	0.0282428	1.69215	0.170357	0.0155111	0.0615386	0.0444187	0.0629715	0.0875905	0.115326	0.00703618	0.0885216	0.0111565	0.392767	0.0317902	0.0295056	0.480009	0.0547713	0.0012727	0.051993	0.455032	3.4917	0.374663	0.353719	0.0655789	0.206039	0.34426	0.274087
4960	-13241.2	-13132.9	-108.307	0.330509	0.0226662	1.27909	0.144667	0.0270835	0.0235406	0.409387	0.0957754	0.00997954	0.115326	0.00100493	0.0768719	0.00833997	0.371228	0.032854	0.0277838	0.510644	0.0491504	0.00122879	0.0511017	0.451953	3.49572	0.380411	0.362104	0.063134	0.19435	0.313417	0.356075
4970	-13242.8	-13133	-109.73	0.414677	0.00980594	0.582019	0.0935784	0.263418	0.0214696	0.440022	0.00160818	0.0562663	0.0147344	0.0538342	0.230877	0.0106313	0.415585	0.0302719	0.0265296	0.447691	0.0692913	0.00132006	0.0529369	0.458256	3.48749	0.364866	0.361204	0.0584986	0.215431	0.224558	0.360765
4980	-13244.5	-13135	-109.512	0.418628	0.018066	1.21561	0.00100243	0.0946077	0.027864	0.334938	0.263719	0.0179461	0.0114355	0.107964	0.129912	0.0160527	0.473599	0.0204103	0.0372317	0.379917	0.07279	0.00187501	0.0629085	0.490231	3.44499	0.34317	0.381345	0.0544631	0.221023	0.532092	0.0492797
4990	-13248	-13138.1	-109.889	0.376252	0.0247762	1.4968	0.00712413	0.144619	0.0743432	0.3727	0.157935	0.0507089	0.0823056	0.0849991	0.0316765	0.0114194	0.508242	0.022326	0.0240533	0.368469	0.06549	0.00167414	0.0595017	0.479705	3.45912	0.367963	0.356487	0.0528746	0.222676	0.217031	0.406717
5000	-13250	-13138.4	-111.532	0.524232	0.0301504	1.4968	0.0288786	0.136094	0.332865	0.296715	0.194736	0.0507089	0.0823056	0.0849991	0.0427789	0.00701386	0.402627	0.0176734	0.0357529	0.443272	0.0936607	0.00096324	0.0453218	0.431095	3.52262	0.378199	0.360933	0.0535966	0.207271	0.38199	0.0937779
